Año >> 1990 | País >> Antigua y Barbuda | Emisiones de CO2 per cápita (metrics tons per cápita) >> 3.8175
Año >> 2008 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.6493
Año >> 2009 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.3779
Año >> 2010 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.5220
Año >> 2011 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.5682
Año >> 2012 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.5597
Año >> 2013 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.4715
Año >> 2014 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.3993
Año >> 2015 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.4327
Año >> 2016 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.3492
Año >> 2017 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.2424
Año >> 2018 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.0663
Año >> 2019 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 3.9895
Año >> 2020 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 3.7055
Año >> 2021 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.1908
Año >> 2022 | País >> Argentina | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.2378
Total de emisiones en Argentina >> 132.3849

Año >> 1990 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 7.4717
Año >> 1991 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 7.2332
Año >> 1992 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.6268
Año >> 1993 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.0522
Año >> 1994 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.0193
Año >> 1995 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.1400
Año >> 1996 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.9476
Año >> 1997 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.1856
Año >> 1998 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.3078
Año >> 1999 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.3492
Año >> 2000 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.2338
Año >> 2001 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.9022
Año >> 2002 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.0991
Año >> 2003 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.1156
Año >> 2004 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.9697
Año >> 2005 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.4779
Año >> 2006 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.2570
Año >> 2007 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.2346
Año >> 2008 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.2818
Año >> 2009 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.8534
Año >> 2010 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.9680
Año >> 2011 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.5936
Año >> 2012 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.3703
Año >> 2013 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.2633
Año >> 2014 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.4894
Año >> 2015 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.7194
Año >> 2016 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.5795
Año >> 2017 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.2899
Año >> 2018 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.0260
Año >> 2019 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.0680
Año >> 2020 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.3724
Año >> 2021 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.1497
Año >> 2022 | País >> Bahamas | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.1709
Total de emisiones en Bahamas >> 193.8189

Año >> 1990 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.9263
Año >> 1991 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.4668
Año >> 1992 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.2332
Año >> 1993 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.2026
Año >> 1994 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.4457
Año >> 1995 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.8910
Año >> 1996 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.0950
Año >> 1997 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.8519
Año >> 1998 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.9630
Año >> 1999 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.2587
Año >> 2000 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.6077
Año >> 2001 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.2245
Año >> 2002 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.2205
Año >> 2003 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.3530
Año >> 2004 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.4063
Año >> 2005 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.5401
Año >> 2006 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.5640
Año >> 2007 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.6390
Año >> 2008 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 7.6343
Año >> 2009 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 7.3051
Año >> 2010 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.7162
Año >> 2011 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 7.0472
Año >> 2012 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.5290
Año >> 2013 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.5809
Año >> 2014 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.0903
Año >> 2015 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.0641
Año >> 2016 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 6.0781
Año >> 2017 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.8904
Año >> 2018 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.9191
Año >> 2019 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 5.9485
Año >> 2020 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.3945
Año >> 2021 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.3612
Año >> 2022 | País >> Barbados | Emisiones de CO2 per cápita (metrics tons per cápita) >> 4.3773
Total de emisiones en Barbados >> 194.8255

Año >> 1990 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7056
Año >> 1991 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.1810
Año >> 1992 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8675
Año >> 1993 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9434
Año >> 1994 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8834
Año >> 1995 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8539
Año >> 1996 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4666
Año >> 1997 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7887
Año >> 1998 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6453
Año >> 1999 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4955
Año >> 2000 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6459
Año >> 2001 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8017
Año >> 2002 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6889
Año >> 2003 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6377
Año >> 2004 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4406
Año >> 2005 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5028
Año >> 2006 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5354
Año >> 2007 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6028
Año >> 2008 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4263
Año >> 2009 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6444
Año >> 2010 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6721
Año >> 2011 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6789
Año >> 2012 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.3370
Año >> 2013 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.2756
Año >> 2014 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.3311
Año >> 2015 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7817
Año >> 2016 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7057
Año >> 2017 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6428
Año >> 2018 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5823
Año >> 2019 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8174
Año >> 2020 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5530
Año >> 2021 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7550
Año >> 2022 | País >> Belize | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7894
Total de emisiones en Belize >> 54.6794

Año >> 1990 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4102
Año >> 1991 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4486
Año >> 1992 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4895
Año >> 1993 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5310
Año >> 1994 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.2527
Año >> 1995 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.1499
Año >> 1996 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.2537
Año >> 1997 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4404
Año >> 1998 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.3578
Año >> 1999 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.2963
Año >> 2000 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 0.9815
Año >> 2001 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 0.9996
Año >> 2002 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.1688
Año >> 2003 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.2109
Año >> 2004 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.1970
Año >> 2005 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.3130
Año >> 2006 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.2923
Año >> 2007 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.3073
Año >> 2008 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.3122
Año >> 2009 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.3469
Año >> 2010 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4397
Año >> 2011 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5341
Año >> 2012 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6590
Año >> 2013 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6540
Año >> 2014 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8217
Año >> 2015 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7932
Año >> 2016 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8858
Año >> 2017 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9388
Año >> 2018 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9386
Año >> 2019 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9194
Año >> 2020 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5354
Año >> 2021 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7986
Año >> 2022 | País >> Bolivia | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7583
Total de emisiones en Bolivia >> 48.4362

Año >> 1990 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4509
Año >> 1991 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4960
Año >> 1992 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.4984
Año >> 1993 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5419
Año >> 1994 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.5778
Año >> 1995 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.6431
Año >> 1996 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.7424
Año >> 1997 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8212
Año >> 1998 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8555
Año >> 1999 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8864
Año >> 2000 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9342
Año >> 2001 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9424
Año >> 2002 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9269
Año >> 2003 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.8871
Año >> 2004 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9566
Año >> 2005 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9506
Año >> 2006 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 1.9536
Año >> 2007 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.0472
Año >> 2008 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.1417
Año >> 2009 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.0038
Año >> 2010 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.2422
Año >> 2011 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.3341
Año >> 2012 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.4918
Año >> 2013 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.6394
Año >> 2014 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.7421
Año >> 2015 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.5798
Año >> 2016 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.3820
Año >> 2017 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.3842
Año >> 2018 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.2744
Año >> 2019 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.2356
Año >> 2020 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.0850
Año >> 2021 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.3199
Año >> 2022 | País >> Brasil | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.2455
Total de emisiones en Brasil >> 67.2137

Año >> 1990 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.5781
Año >> 1991 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.0681
Año >> 1992 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.3687
Año >> 1993 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.2045
Año >> 1994 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.5291
Año >> 1995 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.7919
Año >> 1996 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 17.1724
Año >> 1997 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 17.4876
Año >> 1998 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 17.5910
Año >> 1999 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 17.9107
Año >> 2000 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 18.4822
Año >> 2001 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 18.0354
Año >> 2002 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 18.0182
Año >> 2003 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 18.3883
Año >> 2004 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 18.1654
Año >> 2005 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 17.8410
Año >> 2006 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 17.4778
Año >> 2007 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 18.0679
Año >> 2008 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 17.3641
Año >> 2009 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.1976
Año >> 2010 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.3724
Año >> 2011 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.4684
Año >> 2012 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.3088
Año >> 2013 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 16.2430
Año >> 2014 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 15.9966
Año >> 2015 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 15.9711
Año >> 2016 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 15.4427
Año >> 2017 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 15.5016
Año >> 2018 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 15.5815
Año >> 2019 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 15.4197
Año >> 2020 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 13.7995
Año >> 2021 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 14.0787
Año >> 2022 | País >> Canadá | Emisiones de CO2 per cápita (metrics tons per cápita) >> 14.2492
Total de emisiones en Canadá >> 548.1732

Año >> 1990 | País >> Chile | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.4663
Año >> 1991 | País >> Chile | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.2778
Año >> 1992 | País >> Chile | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.3219
Año >> 1993 | País >> Chile | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.4358
Año >> 1994 | País >> Chile | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.6723
Año >> 1995 | País >> Chile | Emisiones de CO2 per cápita (metrics tons per cápita) >> 2.8829
